Day,Month,Airline,flightclass,capacity,timediff,night1,season,delayed
4,2,19,INT,43,37,0,Winter,0
0,2,19,INT,87,7,0,Winter,1
2,2,19,INT,68,12,0,Winter,1
3,2,19,INT,57,47,0,Winter,1
1,2,19,INT,38,6,0,Winter,0
6,2,19,INT,54,31,0,Winter,1
4,6,19,INT,53,30,0,Winter,1
0,6,19,INT,47,15,0,Winter,0
2,6,19,INT,28,144,0,Winter,1
3,6,19,INT,58,26,0,Winter,1
1,6,19,INT,45,90,0,Winter,1
5,6,19,INT,47,13,0,Winter,0
6,6,19,INT,47,57,0,Winter,1
4,6,19,INT,50,20,0,Winter,0
0,6,19,INT,51,32,0,Winter,1
2,6,19,INT,76,-1,0,Winter,1
3,6,19,INT,93,9,0,Winter,1
1,6,19,INT,76,8,0,Winter,1
5,6,19,INT,72,-2,0,Winter,1
4,6,19,INT,46,37,0,Winter,0
0,6,19,INT,40,15,0,Winter,0
2,6,19,INT,73,3,0,Winter,1
3,6,19,INT,81,0,0,Winter,1
5,6,19,INT,45,3,0,Winter,0
6,6,19,INT,51,9,0,Winter,1
4,6,19,INT,39,50,0,Winter,0
0,6,19,INT,65,16,0,Winter,1
2,6,19,INT,76,13,0,Winter,1
0,8,19,INT,71,4,0,Winter,1
3,8,19,INT,61,2,0,Winter,1
1,8,19,INT,63,12,0,Winter,1
6,8,19,INT,83,3,0,Winter,1
0,8,19,INT,70,19,0,Winter,1
3,8,19,INT,83,40,0,Winter,1
1,8,19,INT,61,29,0,Winter,1
6,8,19,INT,100,39,0,Winter,1
0,8,19,INT,87,11,0,Winter,1
3,8,19,INT,80,7,0,Winter,1
1,8,19,INT,50,2,0,Winter,0
6,8,19,INT,62,1,0,Winter,1
0,8,19,INT,78,58,0,Winter,1
3,8,19,INT,60,16,0,Winter,1
1,8,19,INT,66,6,0,Winter,1
6,8,19,INT,88,41,0,Winter,1
1,3,19,INT,42,17,0,Winter,0
6,3,19,INT,53,48,0,Winter,1
0,3,19,INT,64,33,0,Winter,1
3,3,19,INT,80,41,0,Winter,1
1,3,19,INT,56,20,0,Winter,1
6,3,19,INT,38,56,0,Winter,1
0,3,19,INT,41,3,0,Winter,0
3,3,19,INT,45,24,0,Winter,0
1,3,19,INT,56,0,0,Winter,1
6,3,19,INT,75,15,0,Winter,1
0,3,19,INT,60,6,0,Winter,1
3,3,19,INT,36,13,0,Winter,0
1,3,19,INT,47,4,0,Winter,0
6,3,19,INT,71,61,0,Winter,1
0,3,19,INT,113,-63,0,Winter,1
3,3,19,INT,48,16,0,Winter,0
1,3,19,INT,40,14,0,Winter,0
0,2,19,INT,33,7,0,Winter,0
3,2,19,INT,20,12,0,Winter,0
1,2,19,INT,21,-5,0,Winter,0
6,2,19,INT,18,0,0,Winter,0
0,2,19,INT,38,24,0,Winter,0
3,2,19,INT,38,13,0,Winter,0
1,2,19,INT,44,5,0,Winter,0
6,2,19,INT,63,27,0,Winter,1
0,2,19,INT,51,33,0,Winter,1
3,2,19,INT,50,6,0,Winter,0
1,2,19,INT,54,35,0,Winter,1
6,2,19,INT,76,12,0,Winter,1
0,2,19,INT,50,6,0,Winter,0
3,2,19,INT,37,14,0,Winter,0
1,2,19,INT,53,1,0,Winter,1
6,2,19,INT,60,9,0,Winter,1
0,6,19,INT,41,9,0,Winter,0
3,6,19,INT,75,16,0,Winter,1
1,6,19,INT,40,-4,0,Winter,0
6,6,19,INT,48,13,0,Winter,0
0,6,19,INT,58,2,0,Winter,1
3,6,19,INT,93,11,0,Winter,1
1,6,19,INT,81,12,0,Winter,1
6,6,19,INT,58,9,0,Winter,1
0,6,19,INT,58,8,0,Winter,1
1,6,19,INT,36,15,0,Winter,0
6,6,19,INT,76,28,0,Winter,1
0,6,19,INT,66,3,0,Winter,1
2,8,19,INT,70,18,0,Winter,1
5,8,19,INT,58,46,0,Winter,1
4,8,19,INT,16,14,0,Winter,0
2,8,19,INT,47,47,0,Winter,0
5,8,19,INT,30,33,0,Winter,0
4,8,19,INT,17,10,0,Winter,0
2,8,19,INT,39,16,0,Winter,0
5,8,19,INT,22,15,0,Winter,0
4,8,19,INT,28,17,0,Winter,0
2,8,19,INT,56,40,0,Winter,1
5,8,19,INT,45,23,0,Winter,0
4,8,19,INT,21,16,0,Winter,0
5,3,19,INT,22,126,0,Winter,1
4,3,19,INT,61,20,0,Winter,1
2,3,19,INT,57,36,0,Winter,1
5,3,19,INT,45,45,0,Winter,0
5,3,19,INT,45,188,0,Winter,1
4,3,19,INT,28,123,0,Winter,1
2,3,19,INT,47,89,0,Winter,1
5,3,19,INT,25,25,0,Winter,0
4,3,19,INT,23,9,0,Winter,0
2,3,19,INT,102,26,0,Winter,1
5,3,19,INT,49,57,0,Winter,1
2,3,19,INT,31,23,0,Winter,0
5,3,19,INT,33,9,0,Winter,0
4,2,19,INT,23,35,0,Winter,0
2,2,19,INT,41,34,0,Winter,0
4,2,19,INT,64,16,0,Winter,1
2,2,19,INT,51,47,0,Winter,1
4,2,19,INT,31,25,0,Winter,0
2,2,19,INT,48,99,0,Winter,1
4,6,19,INT,36,18,0,Winter,0
2,6,19,INT,58,45,0,Winter,1
4,6,19,INT,25,22,0,Winter,0
2,6,19,INT,76,28,0,Winter,1
4,6,19,INT,90,17,0,Winter,1
4,6,19,INT,35,28,0,Winter,0
2,6,19,INT,67,28,0,Winter,1
6,3,19,INT,28,26,0,Winter,0
0,3,19,INT,43,-8,0,Winter,0
0,8,19,INT,135,125,0,Winter,1
2,8,19,INT,132,23,0,Winter,1
2,8,19,INT,132,27,0,Winter,1
3,8,19,INT,113,18,0,Winter,1
3,8,19,INT,113,22,0,Winter,1
1,8,19,INT,111,13,0,Winter,1
1,8,19,INT,111,17,0,Winter,1
5,8,19,INT,84,31,0,Winter,1
5,8,19,INT,84,35,0,Winter,1
6,8,19,INT,120,21,0,Winter,1
6,8,19,INT,120,25,0,Winter,1
4,8,19,INT,108,33,0,Winter,1
4,8,19,INT,108,37,0,Winter,1
0,8,19,INT,97,19,0,Winter,1
0,8,19,INT,97,23,0,Winter,1
2,8,19,INT,138,29,0,Winter,1
2,8,19,INT,138,33,0,Winter,1
3,8,19,INT,109,28,0,Winter,1
3,8,19,INT,109,32,0,Winter,1
5,8,19,INT,115,27,0,Winter,1
5,8,19,INT,115,31,0,Winter,1
6,8,19,INT,97,21,0,Winter,1
6,8,19,INT,97,25,0,Winter,1
0,8,19,INT,127,0,0,Winter,1
0,8,19,INT,127,4,0,Winter,1
3,8,19,INT,131,24,0,Winter,1
3,8,19,INT,131,28,0,Winter,1
1,8,19,INT,130,13,0,Winter,1
1,8,19,INT,130,17,0,Winter,1
5,8,19,INT,115,20,0,Winter,1
5,8,19,INT,115,24,0,Winter,1
6,8,19,INT,135,29,0,Winter,1
6,8,19,INT,135,33,0,Winter,1
4,8,19,INT,135,37,0,Winter,1
4,8,19,INT,135,41,0,Winter,1
0,8,19,INT,121,8,0,Winter,1
0,8,19,INT,121,12,0,Winter,1
2,8,19,INT,113,24,0,Winter,1
2,8,19,INT,113,28,0,Winter,1
3,8,19,INT,112,33,0,Winter,1
3,8,19,INT,112,37,0,Winter,1
1,8,19,INT,114,4,0,Winter,1
1,8,19,INT,114,8,0,Winter,1
5,8,19,INT,122,55,0,Winter,1
5,8,19,INT,122,59,0,Winter,1
6,8,19,INT,123,59,0,Winter,1
6,8,19,INT,123,63,0,Winter,1
4,8,19,INT,103,41,0,Winter,1
4,8,19,INT,103,45,0,Winter,1
1,3,19,INT,94,22,0,Winter,1
1,3,19,INT,94,26,0,Winter,1
5,3,19,INT,68,26,0,Winter,1
5,3,19,INT,68,30,0,Winter,1
6,3,19,INT,130,41,0,Winter,1
6,3,19,INT,130,45,0,Winter,1
4,3,19,INT,135,37,0,Winter,1
4,3,19,INT,135,41,0,Winter,1
0,3,19,INT,235,29,0,Winter,1
0,3,19,INT,235,33,0,Winter,1
2,3,19,INT,145,12,0,Winter,1
2,3,19,INT,145,16,0,Winter,1
3,3,19,INT,135,-8,0,Winter,1
3,3,19,INT,135,-4,0,Winter,1
1,3,19,INT,125,17,0,Winter,1
1,3,19,INT,125,21,0,Winter,1
6,3,19,INT,117,35,0,Winter,1
6,3,19,INT,117,39,0,Winter,1
4,3,19,INT,138,28,0,Winter,1
4,3,19,INT,138,32,0,Winter,1
0,3,19,INT,142,17,0,Winter,1
0,3,19,INT,142,21,0,Winter,1
2,3,19,INT,137,37,0,Winter,1
2,3,19,INT,137,41,0,Winter,1
3,3,19,INT,113,33,0,Winter,1
3,3,19,INT,113,37,0,Winter,1
5,3,19,INT,147,-396,0,Winter,1
5,3,19,INT,143,32,0,Winter,1
5,3,19,INT,147,-392,0,Winter,1
5,3,19,INT,143,36,0,Winter,1
6,3,19,INT,111,25,0,Winter,1
6,3,19,INT,111,29,0,Winter,1
4,3,19,INT,146,29,0,Winter,1
4,3,19,INT,146,33,0,Winter,1
0,3,19,INT,137,13,0,Winter,1
0,3,19,INT,137,17,0,Winter,1
2,3,19,INT,133,22,0,Winter,1
2,3,19,INT,133,26,0,Winter,1
3,3,19,INT,139,36,0,Winter,1
3,3,19,INT,139,40,0,Winter,1
1,3,19,INT,140,9,0,Winter,1
1,3,19,INT,140,13,0,Winter,1
6,3,19,INT,145,-466,0,Winter,1
6,3,19,INT,145,-462,0,Winter,1
4,3,19,INT,103,-466,0,Winter,1
4,3,19,INT,103,-462,0,Winter,1
0,3,19,INT,134,-449,0,Winter,1
0,3,19,INT,124,13,0,Winter,1
0,3,19,INT,134,-445,0,Winter,1
0,3,19,INT,124,17,0,Winter,1
2,3,19,INT,140,29,0,Winter,1
2,3,19,INT,140,33,0,Winter,1
3,3,19,INT,140,36,0,Winter,1
3,3,19,INT,140,40,0,Winter,1
1,3,19,INT,145,14,0,Winter,1
1,3,19,INT,145,18,0,Winter,1
5,3,19,INT,150,21,0,Winter,1
5,3,19,INT,150,25,0,Winter,1
6,3,19,INT,105,27,0,Winter,1
6,3,19,INT,105,31,0,Winter,1
4,2,19,INT,236,46,0,Winter,1
4,2,19,INT,236,50,0,Winter,1
3,2,19,INT,148,23,0,Winter,1
3,2,19,INT,148,27,0,Winter,1
1,2,19,INT,141,7,0,Winter,1
1,2,19,INT,141,11,0,Winter,1
5,2,19,INT,143,43,0,Winter,1
5,2,19,INT,143,47,0,Winter,1
6,2,19,INT,141,86,0,Winter,1
6,2,19,INT,141,90,0,Winter,1
0,2,19,INT,125,-450,0,Winter,1
0,2,19,INT,145,30,0,Winter,1
0,2,19,INT,125,-446,0,Winter,1
0,2,19,INT,145,34,0,Winter,1
2,2,19,INT,146,25,0,Winter,1
2,2,19,INT,146,29,0,Winter,1
3,2,19,INT,134,73,0,Winter,1
3,2,19,INT,134,77,0,Winter,1
1,2,19,INT,137,63,0,Winter,1
1,2,19,INT,137,67,0,Winter,1
5,2,19,INT,190,24,0,Winter,1
5,2,19,INT,190,28,0,Winter,1
4,2,19,INT,146,15,0,Winter,1
4,2,19,INT,146,19,0,Winter,1
0,2,19,INT,136,26,0,Winter,1
0,2,19,INT,136,30,0,Winter,1
3,2,19,INT,142,3,0,Winter,1
3,2,19,INT,142,7,0,Winter,1
5,2,19,INT,127,20,0,Winter,1
5,2,19,INT,127,24,0,Winter,1
6,2,19,INT,111,30,0,Winter,1
6,2,19,INT,111,34,0,Winter,1
4,2,19,INT,134,22,0,Winter,1
4,2,19,INT,134,26,0,Winter,1
0,2,19,INT,129,11,0,Winter,1
0,2,19,INT,129,15,0,Winter,1
2,2,19,INT,142,25,0,Winter,1
2,2,19,INT,142,29,0,Winter,1
3,2,19,INT,132,38,0,Winter,1
3,2,19,INT,132,42,0,Winter,1
1,2,19,INT,145,9,0,Winter,1
1,2,19,INT,145,13,0,Winter,1
5,2,19,INT,147,71,0,Winter,1
5,2,19,INT,147,75,0,Winter,1
6,2,19,INT,134,23,0,Winter,1
6,2,19,INT,134,27,0,Winter,1
4,6,19,INT,127,24,0,Winter,1
4,6,19,INT,127,28,0,Winter,1
0,6,19,INT,143,4,0,Winter,1
0,6,19,INT,143,8,0,Winter,1
2,6,19,INT,141,49,0,Winter,1
2,6,19,INT,141,53,0,Winter,1
5,6,19,INT,131,84,0,Winter,1
5,6,19,INT,131,88,0,Winter,1
6,6,19,INT,114,22,0,Winter,1
6,6,19,INT,114,26,0,Winter,1
4,6,19,INT,117,26,0,Winter,1
4,6,19,INT,117,30,0,Winter,1
0,6,19,INT,140,6,0,Winter,1
0,6,19,INT,140,10,0,Winter,1
2,6,19,INT,125,20,0,Winter,1
2,6,19,INT,125,24,0,Winter,1
3,6,19,INT,143,32,0,Winter,1
3,6,19,INT,143,36,0,Winter,1
1,6,19,INT,140,23,0,Winter,1
1,6,19,INT,140,27,0,Winter,1
5,6,19,INT,126,27,0,Winter,1
5,6,19,INT,126,31,0,Winter,1
6,6,19,INT,92,33,0,Winter,1
6,6,19,INT,92,37,0,Winter,1
4,6,19,INT,117,26,0,Winter,1
4,6,19,INT,117,30,0,Winter,1
0,6,19,INT,111,-2,0,Winter,1
0,6,19,INT,111,2,0,Winter,1
2,6,19,INT,121,24,0,Winter,1
2,6,19,INT,121,28,0,Winter,1
3,6,19,INT,183,53,0,Winter,1
3,6,19,INT,183,57,0,Winter,1
1,6,19,INT,122,89,0,Winter,1
1,6,19,INT,122,93,0,Winter,1
5,6,19,INT,165,21,0,Winter,1
5,6,19,INT,165,25,0,Winter,1
6,6,19,INT,105,16,0,Winter,1
6,6,19,INT,105,20,0,Winter,1
4,6,19,INT,197,28,0,Winter,1
4,6,19,INT,197,32,0,Winter,1
0,6,19,INT,108,50,0,Winter,1
0,6,19,INT,108,54,0,Winter,1
2,6,19,INT,130,30,0,Winter,1
0,8,19,INT,128,43,0,Winter,1
2,8,19,INT,138,46,0,Winter,1
3,8,19,INT,98,62,0,Winter,1
1,8,19,INT,103,18,0,Winter,1
5,8,19,INT,107,43,0,Winter,1
6,8,19,INT,93,36,0,Winter,1
4,8,19,INT,105,46,0,Winter,1
0,8,19,INT,207,51,0,Winter,1
2,8,19,INT,113,40,0,Winter,1
3,8,19,INT,74,40,0,Winter,1
1,8,19,INT,97,67,0,Winter,1
5,8,19,INT,99,44,0,Winter,1
6,8,19,INT,147,43,0,Winter,1
4,8,19,INT,101,35,0,Winter,1
0,8,19,INT,123,51,0,Winter,1
2,8,19,INT,83,52,0,Winter,1
3,8,19,INT,87,57,0,Winter,1
5,8,19,INT,84,39,0,Winter,1
6,8,19,INT,144,53,0,Winter,1
4,8,19,INT,146,49,0,Winter,1
0,8,19,INT,158,86,0,Winter,1
2,8,19,INT,152,49,0,Winter,1
3,8,19,INT,83,40,0,Winter,1
1,8,19,INT,113,48,0,Winter,1
5,8,19,INT,194,61,0,Winter,1
6,8,19,INT,128,47,0,Winter,1
1,3,19,INT,188,54,0,Winter,1
5,3,19,INT,157,36,0,Winter,1
6,3,19,INT,176,40,0,Winter,1
4,3,19,INT,205,57,0,Winter,1
2,3,19,INT,238,44,0,Winter,1
3,3,19,INT,176,61,0,Winter,1
1,3,19,INT,161,213,0,Winter,1
6,3,19,INT,114,43,0,Winter,1
4,3,19,INT,214,43,0,Winter,1
0,3,19,INT,206,39,0,Winter,1
2,3,19,INT,202,41,0,Winter,1
3,3,19,INT,159,42,0,Winter,1
1,3,19,INT,146,46,0,Winter,1
6,3,19,INT,120,43,0,Winter,1
4,3,19,INT,149,93,0,Winter,1
0,3,19,INT,160,42,0,Winter,1
2,3,19,INT,154,41,0,Winter,1
3,3,19,INT,133,50,0,Winter,1
1,3,19,INT,84,40,0,Winter,1
6,3,19,INT,101,36,0,Winter,1
4,3,19,INT,118,50,0,Winter,1
2,3,19,INT,135,59,0,Winter,1
3,3,19,INT,118,36,0,Winter,1
1,3,19,INT,124,46,0,Winter,1
6,3,19,INT,119,59,0,Winter,1
0,2,19,INT,145,52,0,Winter,1
2,2,19,INT,137,36,0,Winter,1
3,2,19,INT,112,-15,0,Winter,1
1,2,19,INT,99,36,0,Winter,1
6,2,19,INT,94,51,0,Winter,1
4,2,19,INT,101,46,0,Winter,1
0,2,19,INT,127,48,0,Winter,1
2,2,19,INT,142,55,0,Winter,1
1,2,19,INT,86,109,0,Winter,1
6,2,19,INT,108,49,0,Winter,1
4,2,19,INT,150,51,0,Winter,1
0,2,19,INT,175,48,0,Winter,1
2,2,19,INT,195,51,0,Winter,1
3,2,19,INT,121,66,0,Winter,1
1,2,19,INT,107,68,0,Winter,1
5,2,19,INT,94,54,0,Winter,1
0,2,19,INT,121,41,0,Winter,1
2,2,19,INT,131,38,0,Winter,1
3,2,19,INT,123,41,0,Winter,1
1,2,19,INT,118,57,0,Winter,1
6,2,19,INT,170,49,0,Winter,1
4,6,19,INT,151,38,0,Winter,1
0,6,19,INT,139,92,0,Winter,1
3,6,19,INT,103,46,0,Winter,1
1,6,19,INT,171,38,0,Winter,1
6,6,19,INT,102,36,0,Winter,1
4,6,19,INT,117,64,0,Winter,1
0,6,19,INT,157,41,0,Winter,1
2,6,19,INT,143,-15,0,Winter,1
3,6,19,INT,86,33,0,Winter,1
1,6,19,INT,109,112,0,Winter,1
4,6,19,INT,148,44,0,Winter,1
0,6,19,INT,171,56,0,Winter,1
2,6,19,INT,175,43,0,Winter,1
1,6,19,INT,125,60,0,Winter,1
6,6,19,INT,151,62,0,Winter,1
0,6,19,INT,146,46,0,Winter,1
2,8,19,INT,15,35,0,Winter,0
5,8,19,INT,39,66,0,Winter,1
2,8,19,INT,34,36,0,Winter,0
5,8,19,INT,33,170,0,Winter,1
2,8,19,INT,47,41,0,Winter,0
4,8,19,INT,72,52,0,Winter,1
5,3,19,INT,25,66,0,Winter,1
4,3,19,INT,27,28,0,Winter,0
5,3,19,INT,10,38,0,Winter,0
4,3,19,INT,12,197,0,Winter,1
2,3,19,INT,18,34,0,Winter,0
5,3,19,INT,12,39,0,Winter,0
2,3,19,INT,69,92,0,Winter,1
5,3,19,INT,24,22,0,Winter,0
5,3,19,INT,60,38,0,Winter,1
2,2,19,INT,32,69,0,Winter,1
4,2,19,INT,18,30,0,Winter,0
2,2,19,INT,26,54,0,Winter,1
4,2,19,INT,33,20,0,Winter,0
2,6,19,INT,22,23,0,Winter,0
5,6,19,INT,22,43,0,Winter,0
5,6,19,INT,30,40,0,Winter,0
0,8,19,INT,53,12,0,Winter,1
3,8,19,INT,65,2,0,Winter,1
5,8,19,INT,61,8,0,Winter,1
4,8,19,INT,65,13,0,Winter,1
0,8,19,INT,70,11,0,Winter,1
2,8,19,INT,74,-2,0,Winter,1
3,8,19,INT,67,21,0,Winter,1
5,8,19,INT,65,7,0,Winter,1
4,8,19,INT,51,2,0,Winter,1
0,8,19,INT,28,4,0,Winter,0
2,8,19,INT,60,9,0,Winter,1
3,8,19,INT,67,12,0,Winter,1
5,8,19,INT,46,9,0,Winter,0
4,8,19,INT,44,5,0,Winter,0
0,8,19,INT,44,5,0,Winter,0
2,8,19,INT,49,36,0,Winter,0
3,8,19,INT,72,16,0,Winter,1
5,8,19,INT,52,0,0,Winter,1
4,8,19,INT,86,3,0,Winter,1
5,3,19,INT,48,31,0,Winter,0
4,3,19,INT,72,9,0,Winter,1
0,3,19,INT,83,-4,0,Winter,1
2,3,19,INT,68,0,0,Winter,1
3,3,19,INT,78,14,0,Winter,1
5,3,19,INT,57,14,0,Winter,1
4,3,19,INT,55,17,0,Winter,1
0,3,19,INT,78,13,0,Winter,1
3,3,19,INT,76,14,0,Winter,1
5,3,19,INT,35,44,0,Winter,0
4,3,19,INT,53,21,0,Winter,1
0,3,19,INT,48,0,0,Winter,0
2,3,19,INT,70,7,0,Winter,1
3,3,19,INT,58,16,0,Winter,1
5,3,19,INT,45,12,0,Winter,0
4,3,19,INT,44,2,0,Winter,0
0,3,19,INT,61,8,0,Winter,1
2,3,19,INT,49,1,0,Winter,0
3,3,19,INT,51,3,0,Winter,1
5,3,19,INT,40,5,0,Winter,0
4,2,19,INT,56,4,0,Winter,1
2,2,19,INT,64,17,0,Winter,1
3,2,19,INT,56,11,0,Winter,1
5,2,19,INT,49,2,0,Winter,0
4,2,19,INT,31,-3,0,Winter,0
0,2,19,INT,55,6,0,Winter,1
2,2,19,INT,65,51,0,Winter,1
3,2,19,INT,58,27,0,Winter,1
0,2,19,INT,69,18,0,Winter,1
2,2,19,INT,81,24,0,Winter,1
3,2,19,INT,70,4,0,Winter,1
5,2,19,INT,61,-1,0,Winter,1
0,2,19,INT,59,11,0,Winter,1
2,2,19,INT,80,13,0,Winter,1
3,2,19,INT,60,23,0,Winter,1
5,2,19,INT,66,21,0,Winter,1
4,6,19,INT,63,10,0,Winter,1
0,6,19,INT,59,23,0,Winter,1
3,6,19,INT,82,21,0,Winter,1
5,6,19,INT,83,39,0,Winter,1
4,6,19,INT,67,15,0,Winter,1
0,6,19,INT,69,34,0,Winter,1
2,6,19,INT,75,4,0,Winter,1
3,6,19,INT,54,21,0,Winter,1
4,6,19,INT,71,13,0,Winter,1
0,6,19,INT,94,24,0,Winter,1
2,6,19,INT,83,9,0,Winter,1
5,6,19,INT,80,7,0,Winter,1
4,6,19,INT,79,9,0,Winter,1
0,6,19,INT,73,2,0,Winter,1
2,6,19,INT,79,20,0,Winter,1
0,8,19,INT,31,9,0,Winter,0
2,8,19,INT,22,17,0,Winter,0
3,8,19,INT,37,10,0,Winter,0
1,8,19,INT,85,13,0,Winter,1
5,8,19,INT,43,14,0,Winter,0
0,8,19,INT,19,28,0,Winter,0
2,8,19,INT,26,46,0,Winter,0
3,8,19,INT,41,55,0,Winter,1
1,8,19,INT,91,41,0,Winter,1
5,8,19,INT,84,27,0,Winter,1
6,8,19,INT,60,30,0,Winter,1
4,8,19,INT,31,25,0,Winter,0
0,8,19,INT,28,25,0,Winter,0
2,8,19,INT,37,35,0,Winter,0
3,8,19,INT,47,34,0,Winter,0
1,8,19,INT,84,41,0,Winter,1
5,8,19,INT,73,22,0,Winter,1
6,8,19,INT,49,55,0,Winter,1
4,8,19,INT,53,37,0,Winter,1
0,8,19,INT,28,30,0,Winter,0
2,8,19,INT,73,38,0,Winter,1
3,8,19,INT,38,32,0,Winter,0
1,8,19,INT,83,33,0,Winter,1
5,8,19,INT,63,43,0,Winter,1
6,8,19,INT,31,52,0,Winter,1
4,8,19,INT,46,18,0,Winter,0
6,3,19,INT,71,43,0,Winter,1
4,3,19,INT,52,31,0,Winter,1
0,3,19,INT,37,34,0,Winter,0
2,3,19,INT,59,37,0,Winter,1
5,3,19,INT,59,80,0,Winter,1
6,3,19,INT,60,83,0,Winter,1
2,3,19,INT,60,30,0,Winter,1
3,3,19,INT,56,29,0,Winter,1
1,3,19,INT,86,46,0,Winter,1
5,3,19,INT,222,35,0,Winter,1
6,3,19,INT,67,31,0,Winter,1
4,3,19,INT,53,28,0,Winter,1
0,3,19,INT,27,30,0,Winter,0
2,3,19,INT,29,38,0,Winter,0
3,3,19,INT,36,46,0,Winter,0
1,3,19,INT,63,27,0,Winter,1
5,3,19,INT,57,28,0,Winter,1
6,3,19,INT,49,30,0,Winter,0
4,3,19,INT,43,30,0,Winter,0
0,3,19,INT,26,32,0,Winter,0
2,3,19,INT,32,28,0,Winter,0
3,3,19,INT,29,21,0,Winter,0
1,3,19,INT,84,36,0,Winter,1
5,3,19,INT,38,27,0,Winter,0
6,3,19,INT,39,150,0,Winter,1
4,2,19,INT,37,31,0,Winter,0
0,2,19,INT,34,30,0,Winter,0
2,2,19,INT,19,46,0,Winter,0
3,2,19,INT,37,31,0,Winter,0
5,2,19,INT,46,36,0,Winter,0
6,2,19,INT,42,29,0,Winter,0
4,2,19,INT,28,27,0,Winter,0
0,2,19,INT,22,19,0,Winter,0
1,2,19,INT,74,70,0,Winter,1
5,2,19,INT,43,30,0,Winter,0
4,2,19,INT,48,84,0,Winter,1
0,2,19,INT,24,27,0,Winter,0
2,2,19,INT,25,29,0,Winter,0
1,2,19,INT,85,40,0,Winter,1
5,2,19,INT,52,34,0,Winter,1
6,2,19,INT,55,32,0,Winter,1
0,2,19,INT,27,35,0,Winter,0
3,2,19,INT,48,39,0,Winter,0
1,2,19,INT,67,38,0,Winter,1
5,2,19,INT,54,35,0,Winter,1
6,2,19,INT,25,46,0,Winter,0
4,6,19,INT,33,36,0,Winter,0
0,6,19,INT,24,37,0,Winter,0
2,6,19,INT,21,38,0,Winter,0
3,6,19,INT,20,30,0,Winter,0
1,6,19,INT,89,31,0,Winter,1
5,6,19,INT,49,39,0,Winter,0
6,6,19,INT,24,32,0,Winter,0
4,6,19,INT,35,24,0,Winter,0
0,6,19,INT,22,31,0,Winter,0
2,6,19,INT,28,42,0,Winter,0
3,6,19,INT,37,37,0,Winter,0
1,6,19,INT,77,36,0,Winter,1
5,6,19,INT,78,32,0,Winter,1
6,6,19,INT,52,33,0,Winter,1
0,6,19,INT,16,27,0,Winter,0
2,6,19,INT,27,26,0,Winter,0
3,6,19,INT,30,41,0,Winter,0
1,6,19,INT,82,52,0,Winter,1
5,6,19,INT,42,26,0,Winter,0
6,6,19,INT,39,32,0,Winter,0
4,6,19,INT,29,31,0,Winter,0
0,6,19,INT,19,35,0,Winter,0
2,6,19,INT,26,26,0,Winter,0
0,8,19,INT,25,-1,0,Winter,0
2,8,19,INT,48,12,0,Winter,0
3,8,19,INT,85,14,0,Winter,1
1,8,19,INT,75,14,0,Winter,1
5,8,19,INT,46,5,0,Winter,0
6,8,19,INT,41,0,0,Winter,0
4,8,19,INT,43,1,0,Winter,0
0,8,19,INT,39,10,0,Winter,0
2,8,19,INT,46,38,0,Winter,0
1,8,19,INT,61,22,0,Winter,1
5,8,19,INT,53,7,0,Winter,1
6,8,19,INT,46,11,0,Winter,0
4,8,19,INT,40,24,0,Winter,0
0,8,19,INT,34,11,0,Winter,0
3,8,19,INT,93,0,0,Winter,1
1,8,19,INT,87,41,0,Winter,1
5,8,19,INT,56,6,0,Winter,1
6,8,19,INT,40,0,0,Winter,0
4,8,19,INT,29,4,0,Winter,0
0,8,19,INT,22,24,0,Winter,0
2,8,19,INT,56,13,0,Winter,1
3,8,19,INT,66,9,0,Winter,1
1,8,19,INT,77,11,0,Winter,1
6,8,19,INT,43,11,0,Winter,0
4,8,19,INT,56,29,0,Winter,1
1,3,19,INT,63,16,0,Winter,1
5,3,19,INT,87,1,0,Winter,1
6,3,19,INT,49,6,0,Winter,0
2,3,19,INT,55,-7,0,Winter,1
3,3,19,INT,143,11,0,Winter,1
1,3,19,INT,90,15,0,Winter,1
5,3,19,INT,76,18,0,Winter,1
6,3,19,INT,51,6,0,Winter,1
4,3,19,INT,120,13,0,Winter,1
0,3,19,INT,42,21,0,Winter,0
2,3,19,INT,45,12,0,Winter,0
3,3,19,INT,60,-6,0,Winter,1
1,3,19,INT,72,14,0,Winter,1
5,3,19,INT,85,11,0,Winter,1
6,3,19,INT,63,61,0,Winter,1
4,3,19,INT,52,6,0,Winter,1
0,3,19,INT,42,-7,0,Winter,0
2,3,19,INT,37,40,0,Winter,0
1,3,19,INT,44,-2,0,Winter,0
5,3,19,INT,53,3,0,Winter,1
4,3,19,INT,57,-3,0,Winter,1
0,3,19,INT,30,4,0,Winter,0
2,3,19,INT,40,3,0,Winter,0
3,3,19,INT,61,10,0,Winter,1
1,3,19,INT,48,5,0,Winter,0
5,3,19,INT,59,-2,0,Winter,1
6,3,19,INT,23,-3,0,Winter,0
4,2,19,INT,44,8,0,Winter,0
0,2,19,INT,12,-4,0,Winter,0
2,2,19,INT,26,-65,0,Winter,0
3,2,19,INT,66,43,0,Winter,1
1,2,19,INT,55,7,0,Winter,1
5,2,19,INT,59,2,0,Winter,1
6,2,19,INT,5,12,0,Winter,0
4,2,19,INT,44,1,0,Winter,0
0,2,19,INT,18,0,0,Winter,0
