Day,Month,Airline,flightclass,capacity,timediff,night1,season,delayed
1,7,12,INT,238,28,0,Summer,1
5,7,12,INT,169,24,0,Summer,1
6,7,12,INT,313,32,0,Summer,1
0,7,12,INT,311,27,0,Summer,1
2,7,12,INT,244,29,0,Summer,1
3,7,12,INT,199,26,0,Summer,1
1,7,12,INT,252,27,0,Summer,1
5,7,12,INT,180,39,0,Summer,1
4,7,12,INT,228,18,0,Summer,1
0,7,12,INT,231,20,0,Summer,1
2,7,12,INT,218,23,0,Summer,1
1,7,12,INT,313,42,0,Summer,1
5,7,12,INT,180,28,0,Summer,1
6,7,12,INT,253,37,0,Summer,1
4,5,12,INT,186,12,0,Summer,1
0,5,12,INT,216,23,0,Summer,1
2,5,12,INT,198,16,0,Summer,1
3,5,12,INT,200,24,0,Summer,1
1,5,12,INT,195,33,0,Summer,1
5,5,12,INT,150,35,0,Summer,1
6,5,12,INT,252,34,0,Summer,1
4,5,12,INT,231,28,0,Summer,1
0,5,12,INT,257,24,0,Summer,1
2,5,12,INT,349,33,0,Summer,1
3,5,12,INT,273,23,0,Summer,1
1,5,12,INT,228,19,0,Summer,1
5,5,12,INT,348,50,0,Summer,1
6,5,12,INT,264,27,0,Summer,1
4,5,12,INT,259,24,0,Summer,1
0,5,12,INT,280,40,0,Summer,1
2,5,12,INT,283,25,0,Summer,1
3,5,12,INT,266,33,0,Summer,1
1,5,12,INT,288,36,0,Summer,1
5,5,12,INT,213,52,0,Summer,1
6,5,12,INT,275,27,0,Summer,1
4,5,12,INT,194,30,0,Summer,1
0,5,12,INT,275,32,0,Summer,1
2,5,12,INT,310,28,0,Summer,1
3,5,12,INT,318,29,0,Summer,1
1,5,12,INT,298,23,0,Summer,1
5,5,12,INT,355,25,0,Summer,1
6,5,12,INT,248,50,0,Summer,1
4,5,12,INT,294,34,0,Summer,1
0,5,12,INT,362,34,0,Summer,1
2,4,12,INT,349,45,0,Summer,1
3,4,12,INT,271,34,0,Summer,1
1,4,12,INT,362,34,0,Summer,1
5,4,12,INT,244,26,0,Summer,1
6,4,12,INT,314,37,0,Summer,1
4,4,12,INT,357,35,0,Summer,1
0,4,12,INT,353,35,0,Summer,1
2,4,12,INT,358,29,0,Summer,1
3,4,12,INT,359,30,0,Summer,1
1,4,12,INT,304,38,0,Summer,1
5,4,12,INT,311,20,0,Summer,1
6,4,12,INT,345,37,0,Summer,1
4,4,12,INT,288,32,0,Summer,1
0,4,12,INT,348,60,0,Summer,1
2,4,12,INT,360,19,0,Summer,1
3,4,12,INT,360,20,0,Summer,1
1,4,12,INT,356,50,0,Summer,1
5,4,12,INT,358,38,0,Summer,1
6,4,12,INT,363,38,0,Summer,1
4,4,12,INT,360,36,0,Summer,1
0,4,12,INT,357,36,0,Summer,1
2,4,12,INT,350,35,0,Summer,1
3,4,12,INT,356,26,0,Summer,1
1,4,12,INT,349,31,0,Summer,1
5,4,12,INT,352,34,0,Summer,1
6,4,12,INT,361,31,0,Summer,1
4,4,12,INT,349,19,0,Summer,1
0,4,12,INT,362,23,0,Summer,1
2,4,12,INT,362,24,0,Summer,1
3,4,12,INT,364,33,0,Summer,1
1,4,12,INT,362,33,0,Summer,1
6,1,12,INT,132,38,0,Summer,1
4,1,12,INT,366,32,0,Summer,1
2,1,12,INT,360,35,0,Summer,1
3,1,12,INT,366,23,0,Summer,1
1,1,12,INT,365,27,0,Summer,1
6,1,12,INT,279,28,0,Summer,1
0,1,12,INT,288,27,0,Summer,1
2,1,12,INT,341,27,0,Summer,1
3,1,12,INT,306,18,0,Summer,1
1,1,12,INT,237,15,0,Summer,1
5,1,12,INT,307,36,0,Summer,1
6,1,12,INT,330,18,0,Summer,1
4,1,12,INT,358,45,0,Summer,1
0,1,12,INT,359,24,0,Summer,1
3,1,12,INT,364,38,0,Summer,1
1,1,12,INT,347,45,0,Summer,1
5,1,12,INT,313,35,0,Summer,1
6,1,12,INT,360,56,0,Summer,1
4,1,12,INT,349,26,0,Summer,1
0,1,12,INT,339,26,0,Summer,1
2,1,12,INT,358,36,0,Summer,1
3,1,12,INT,334,28,0,Summer,1
1,1,12,INT,338,37,0,Summer,1
5,1,12,INT,362,75,0,Summer,1
6,1,12,INT,333,63,0,Summer,1
4,1,12,INT,337,44,0,Summer,1
0,10,12,INT,270,28,0,Summer,1
2,10,12,INT,355,31,0,Summer,1
3,10,12,INT,353,33,0,Summer,1
1,10,12,INT,330,39,0,Summer,1
5,10,12,INT,329,43,0,Summer,1
6,10,12,INT,290,52,0,Summer,1
4,10,12,INT,332,32,0,Summer,1
0,10,12,INT,358,32,0,Summer,1
2,10,12,INT,340,28,0,Summer,1
3,10,12,INT,352,33,0,Summer,1
1,10,12,INT,333,29,0,Summer,1
5,10,12,INT,225,28,0,Summer,1
6,10,12,INT,338,33,0,Summer,1
4,10,12,INT,255,33,0,Summer,1
0,10,12,INT,347,28,0,Summer,1
2,10,12,INT,349,30,0,Summer,1
3,10,12,INT,318,30,0,Summer,1
1,10,12,INT,280,19,0,Summer,1
5,10,12,INT,341,41,0,Summer,1
6,10,12,INT,329,31,0,Summer,1
4,10,12,INT,234,22,0,Summer,1
0,10,12,INT,303,33,0,Summer,1
2,10,12,INT,345,24,0,Summer,1
3,10,12,INT,243,28,0,Summer,1
1,10,12,INT,250,23,0,Summer,1
5,10,12,INT,191,20,0,Summer,1
6,10,12,INT,232,26,0,Summer,1
4,10,12,INT,238,33,0,Summer,1
0,10,12,INT,317,34,0,Summer,1
2,10,12,INT,351,23,0,Summer,1
4,6,14,INT,118,3,0,Summer,1
0,6,14,INT,130,2,0,Summer,1
2,0,14,INT,132,10,0,Summer,1
3,0,14,INT,134,15,0,Summer,1
1,0,14,INT,101,51,0,Summer,1
5,0,14,INT,109,4,0,Summer,1
6,0,14,INT,100,8,0,Summer,1
0,0,14,INT,134,-7,0,Summer,1
2,0,14,INT,138,3,0,Summer,1
3,0,14,INT,119,11,0,Summer,1
1,0,14,INT,110,15,0,Summer,1
5,0,14,INT,124,4,0,Summer,1
6,0,14,INT,109,18,0,Summer,1
4,0,14,INT,132,26,0,Summer,1
0,0,14,INT,135,28,0,Summer,1
2,0,14,INT,103,2,0,Summer,1
3,0,14,INT,70,-12,0,Summer,1
1,0,14,INT,86,-1,0,Summer,1
5,0,14,INT,93,3,0,Summer,1
6,0,14,INT,91,-2,0,Summer,1
4,0,14,INT,97,11,0,Summer,1
0,0,14,INT,122,3,0,Summer,1
2,0,14,INT,121,4,0,Summer,1
3,0,14,INT,102,-1,0,Summer,1
1,0,14,INT,100,5,0,Summer,1
5,0,14,INT,97,4,0,Summer,1
6,0,14,INT,82,-4,0,Summer,1
4,0,14,INT,93,11,0,Summer,1
0,0,14,INT,119,-4,0,Summer,1
2,0,14,INT,109,2,0,Summer,1
3,0,14,INT,124,8,0,Summer,1
1,7,14,INT,124,4,0,Summer,1
6,7,14,INT,135,18,0,Summer,1
4,7,14,INT,117,6,0,Summer,1
0,7,14,INT,118,-1,0,Summer,1
2,7,14,INT,116,2,0,Summer,1
3,7,14,INT,87,4,0,Summer,1
1,7,14,INT,112,5,0,Summer,1
5,7,14,INT,84,4,0,Summer,1
6,7,14,INT,130,-1,0,Summer,1
4,7,14,INT,104,-2,0,Summer,1
0,7,14,INT,57,-11,0,Summer,1
2,7,14,INT,115,5,0,Summer,1
3,7,14,INT,75,5,0,Summer,1
1,7,14,INT,76,-5,0,Summer,1
5,7,14,INT,44,-4,0,Summer,0
6,7,14,INT,115,1,0,Summer,1
4,7,14,INT,112,6,0,Summer,1
0,7,14,INT,114,-5,0,Summer,1
2,7,14,INT,131,6,0,Summer,1
3,7,14,INT,75,7,0,Summer,1
1,7,14,INT,93,10,0,Summer,1
5,7,14,INT,107,-63,0,Summer,1
6,7,14,INT,101,15,0,Summer,1
4,7,14,INT,75,11,0,Summer,1
0,7,14,INT,93,23,0,Summer,1
2,7,14,INT,109,5,0,Summer,1
3,7,14,INT,108,6,0,Summer,1
1,7,14,INT,87,2,0,Summer,1
5,7,14,INT,99,-7,0,Summer,1
6,7,14,INT,89,0,0,Summer,1
4,5,14,INT,93,-1,0,Summer,1
0,5,14,INT,85,22,0,Summer,1
2,5,14,INT,93,28,0,Summer,1
3,5,14,INT,70,3,0,Summer,1
1,5,14,INT,74,6,0,Summer,1
5,5,14,INT,82,12,0,Summer,1
6,5,14,INT,83,-1,0,Summer,1
4,5,14,INT,95,-1,0,Summer,1
0,5,14,INT,90,1,0,Summer,1
2,5,14,INT,110,-2,0,Summer,1
1,5,14,INT,91,5,0,Summer,1
5,5,14,INT,107,5,0,Summer,1
6,5,14,INT,85,12,0,Summer,1
4,5,14,INT,113,-2,0,Summer,1
0,5,14,INT,89,-2,0,Summer,1
2,5,14,INT,115,5,0,Summer,1
3,5,14,INT,71,-9,0,Summer,1
1,5,14,INT,73,-4,0,Summer,1
5,5,14,INT,112,4,0,Summer,1
6,5,14,INT,74,0,0,Summer,1
4,5,14,INT,81,10,0,Summer,1
0,5,14,INT,89,1,0,Summer,1
2,5,14,INT,108,0,0,Summer,1
3,5,14,INT,116,28,0,Summer,1
1,5,14,INT,89,-2,0,Summer,1
5,5,14,INT,108,4,0,Summer,1
6,5,14,INT,124,-1,0,Summer,1
4,5,14,INT,120,6,0,Summer,1
2,4,14,INT,136,3,0,Summer,1
3,4,14,INT,121,-1,0,Summer,1
1,4,14,INT,119,5,0,Summer,1
5,4,14,INT,112,6,0,Summer,1
6,4,14,INT,104,0,0,Summer,1
4,4,14,INT,88,-2,0,Summer,1
2,4,14,INT,136,5,0,Summer,1
3,4,14,INT,125,-2,0,Summer,1
1,4,14,INT,141,1,0,Summer,1
5,4,14,INT,131,11,0,Summer,1
6,4,14,INT,99,15,0,Summer,1
4,4,14,INT,140,7,0,Summer,1
0,4,14,INT,136,2,0,Summer,1
2,4,14,INT,132,-6,0,Summer,1
3,4,14,INT,97,-382,0,Summer,1
1,4,14,INT,48,10,0,Summer,0
5,4,14,INT,128,6,0,Summer,1
6,4,14,INT,129,1,0,Summer,1
4,4,14,INT,128,3,0,Summer,1
0,4,14,INT,126,0,0,Summer,1
2,4,14,INT,138,-2,0,Summer,1
3,4,14,INT,127,-2,0,Summer,1
1,4,14,INT,137,8,0,Summer,1
5,4,14,INT,146,18,0,Summer,1
6,4,14,INT,137,-5,0,Summer,1
4,4,14,INT,140,8,0,Summer,1
0,4,14,INT,138,-2,0,Summer,1
3,4,14,INT,6,0,0,Summer,0
1,4,14,INT,142,-2,0,Summer,1
5,1,14,INT,160,4,0,Summer,1
6,1,14,INT,144,20,0,Summer,1
0,1,14,INT,138,-4,0,Summer,1
2,1,14,INT,135,17,0,Summer,1
3,1,14,INT,137,8,0,Summer,1
1,1,14,INT,137,8,0,Summer,1
5,1,14,INT,137,5,0,Summer,1
6,1,14,INT,135,15,0,Summer,1
4,1,14,INT,123,-63,0,Summer,1
0,1,14,INT,124,-5,0,Summer,1
2,1,14,INT,132,6,0,Summer,1
3,1,14,INT,122,2,0,Summer,1
1,1,14,INT,129,13,0,Summer,1
6,1,14,INT,127,5,0,Summer,1
4,1,14,INT,130,34,0,Summer,1
0,1,14,INT,137,6,0,Summer,1
2,1,14,INT,134,18,0,Summer,1
3,1,14,INT,129,-2,0,Summer,1
1,1,14,INT,139,7,0,Summer,1
5,1,14,INT,137,16,0,Summer,1
6,1,14,INT,73,25,0,Summer,1
4,1,14,INT,138,26,0,Summer,1
0,1,14,INT,132,19,0,Summer,1
2,1,14,INT,139,-6,0,Summer,1
3,1,14,INT,137,8,0,Summer,1
1,1,14,INT,138,13,0,Summer,1
5,1,14,INT,133,-6,0,Summer,1
6,1,14,INT,118,11,0,Summer,1
4,1,14,INT,139,18,0,Summer,1
0,10,14,INT,128,4,0,Summer,1
2,10,14,INT,136,-1,0,Summer,1
3,10,14,INT,138,8,0,Summer,1
1,10,14,INT,139,12,0,Summer,1
5,10,14,INT,125,10,0,Summer,1
6,10,14,INT,135,30,0,Summer,1
4,10,14,INT,130,2,0,Summer,1
0,10,14,INT,136,1,0,Summer,1
2,10,14,INT,139,8,0,Summer,1
3,10,14,INT,141,2,0,Summer,1
5,10,14,INT,128,1,0,Summer,1
6,10,14,INT,80,-2,0,Summer,1
4,10,14,INT,118,9,0,Summer,1
0,10,14,INT,116,5,0,Summer,1
2,10,14,INT,142,-5,0,Summer,1
3,10,14,INT,144,1,0,Summer,1
1,10,14,INT,130,21,0,Summer,1
6,10,14,INT,123,14,0,Summer,1
4,10,14,INT,103,9,0,Summer,1
0,10,14,INT,106,-63,0,Summer,1
2,10,14,INT,130,3,0,Summer,1
3,10,14,INT,85,-4,0,Summer,1
1,10,14,INT,80,-5,0,Summer,1
5,10,14,INT,122,-63,0,Summer,1
6,10,14,INT,64,7,0,Summer,1
4,10,14,INT,101,2,0,Summer,1
0,10,14,INT,126,3,0,Summer,1
2,10,14,INT,130,-5,0,Summer,1
1,6,14,INT,0,-37,0,Summer,0
1,6,14,INT,0,-210,0,Summer,0
1,6,14,INT,0,-214,0,Summer,0
5,6,14,INT,0,59,0,Summer,1
5,6,14,INT,0,-114,0,Summer,0
5,6,14,INT,0,-118,0,Summer,0
4,6,14,INT,0,-162,0,Summer,0
4,6,14,INT,0,-335,0,Summer,0
4,6,14,INT,0,-339,0,Summer,0
2,0,14,INT,0,74,0,Summer,1
2,0,14,INT,0,-99,0,Summer,0
2,0,14,INT,0,-103,0,Summer,0
1,0,14,INT,0,-35,0,Summer,0
1,0,14,INT,0,-208,0,Summer,0
1,0,14,INT,0,-212,0,Summer,0
5,0,14,INT,0,9,0,Summer,0
5,0,14,INT,0,-164,0,Summer,0
5,0,14,INT,0,-168,0,Summer,0
2,0,14,INT,0,59,0,Summer,1
2,0,14,INT,0,-114,0,Summer,0
2,0,14,INT,0,-118,0,Summer,0
1,0,14,INT,0,-63,0,Summer,0
1,0,14,INT,0,-236,0,Summer,0
1,0,14,INT,0,-240,0,Summer,0
5,0,14,INT,0,132,0,Summer,1
5,0,14,INT,0,-41,0,Summer,0
5,0,14,INT,0,-45,0,Summer,0
2,0,14,INT,0,108,0,Summer,1
2,0,14,INT,0,-65,0,Summer,0
2,0,14,INT,0,-69,0,Summer,0
1,0,14,INT,0,-57,0,Summer,0
1,0,14,INT,0,-230,0,Summer,0
1,0,14,INT,0,-234,0,Summer,0
5,0,14,INT,0,3,0,Summer,0
5,0,14,INT,0,-170,0,Summer,0
5,0,14,INT,0,-174,0,Summer,0
2,0,14,INT,0,105,0,Summer,1
2,0,14,INT,0,-68,0,Summer,0
2,0,14,INT,0,-72,0,Summer,0
1,0,14,INT,0,-3,0,Summer,0
1,0,14,INT,0,-176,0,Summer,0
1,0,14,INT,0,-180,0,Summer,0
5,0,14,INT,0,7,0,Summer,0
5,0,14,INT,0,-166,0,Summer,0
5,0,14,INT,0,-170,0,Summer,0
2,0,14,INT,0,76,0,Summer,1
2,0,14,INT,0,-97,0,Summer,0
2,0,14,INT,0,-101,0,Summer,0
1,7,14,INT,0,-7,0,Summer,0
1,7,14,INT,0,-180,0,Summer,0
1,7,14,INT,0,-184,0,Summer,0
5,7,14,INT,0,30,0,Summer,0
5,7,14,INT,0,-143,0,Summer,0
5,7,14,INT,0,-147,0,Summer,0
2,7,14,INT,0,107,0,Summer,1
2,7,14,INT,0,-66,0,Summer,0
2,7,14,INT,0,-70,0,Summer,0
1,7,14,INT,0,-17,0,Summer,0
1,7,14,INT,0,-190,0,Summer,0
1,7,14,INT,0,-194,0,Summer,0
5,7,14,INT,0,-4,0,Summer,0
5,7,14,INT,0,-177,0,Summer,0
5,7,14,INT,0,-181,0,Summer,0
2,7,14,INT,0,83,0,Summer,1
2,7,14,INT,0,-90,0,Summer,0
2,7,14,INT,0,-94,0,Summer,0
1,7,14,INT,0,-2,0,Summer,0
1,7,14,INT,0,-175,0,Summer,0
1,7,14,INT,0,-179,0,Summer,0
5,7,14,INT,0,-12,0,Summer,0
5,7,14,INT,0,-185,0,Summer,0
5,7,14,INT,0,-189,0,Summer,0
2,7,14,INT,0,123,0,Summer,1
2,7,14,INT,0,-50,0,Summer,0
2,7,14,INT,0,-54,0,Summer,0
1,7,14,INT,0,-32,0,Summer,0
1,7,14,INT,0,-205,0,Summer,0
1,7,14,INT,0,-209,0,Summer,0
5,7,14,INT,0,2,0,Summer,0
5,7,14,INT,0,-171,0,Summer,0
5,7,14,INT,0,-175,0,Summer,0
2,7,14,INT,0,103,0,Summer,1
2,7,14,INT,0,-70,0,Summer,0
2,7,14,INT,0,-74,0,Summer,0
1,7,14,INT,0,-49,0,Summer,0
1,7,14,INT,0,-222,0,Summer,0
1,7,14,INT,0,-226,0,Summer,0
5,7,14,INT,0,-9,0,Summer,0
5,7,14,INT,0,-182,0,Summer,0
5,7,14,INT,0,-186,0,Summer,0
2,5,14,INT,0,88,0,Summer,1
2,5,14,INT,0,-85,0,Summer,0
2,5,14,INT,0,-89,0,Summer,0
1,5,14,INT,0,-17,0,Summer,0
1,5,14,INT,0,-190,0,Summer,0
1,5,14,INT,0,-194,0,Summer,0
5,5,14,INT,0,-5,0,Summer,0
5,5,14,INT,0,-178,0,Summer,0
5,5,14,INT,0,-182,0,Summer,0
2,5,14,INT,0,106,0,Summer,1
2,5,14,INT,0,-67,0,Summer,0
2,5,14,INT,0,-71,0,Summer,0
1,5,14,INT,0,-1,0,Summer,0
1,5,14,INT,0,-174,0,Summer,0
1,5,14,INT,0,-178,0,Summer,0
5,5,14,INT,0,19,0,Summer,0
5,5,14,INT,0,-154,0,Summer,0
5,5,14,INT,0,-158,0,Summer,0
2,5,14,INT,0,97,0,Summer,1
2,5,14,INT,0,-76,0,Summer,0
2,5,14,INT,0,-80,0,Summer,0
1,5,14,INT,0,9,0,Summer,0
1,5,14,INT,0,-164,0,Summer,0
1,5,14,INT,0,-168,0,Summer,0
5,5,14,INT,0,113,0,Summer,1
5,5,14,INT,0,-60,0,Summer,0
5,5,14,INT,0,-64,0,Summer,0
2,5,14,INT,0,68,0,Summer,1
2,5,14,INT,0,-105,0,Summer,0
2,5,14,INT,0,-109,0,Summer,0
1,5,14,INT,0,-51,0,Summer,0
1,5,14,INT,0,-224,0,Summer,0
1,5,14,INT,0,-228,0,Summer,0
5,5,14,INT,0,-3,0,Summer,0
5,5,14,INT,0,-176,0,Summer,0
5,5,14,INT,0,-180,0,Summer,0
2,4,14,INT,0,82,0,Summer,1
2,4,14,INT,0,-91,0,Summer,0
2,4,14,INT,0,-95,0,Summer,0
1,4,14,INT,0,-52,0,Summer,0
1,4,14,INT,0,-225,0,Summer,0
1,4,14,INT,0,-229,0,Summer,0
5,4,14,INT,0,-25,0,Summer,0
5,4,14,INT,0,-198,0,Summer,0
5,4,14,INT,0,-202,0,Summer,0
2,4,14,INT,0,29,0,Summer,0
2,4,14,INT,0,-144,0,Summer,0
2,4,14,INT,0,-148,0,Summer,0
1,4,14,INT,0,-39,0,Summer,0
1,4,14,INT,0,-212,0,Summer,0
1,4,14,INT,0,-216,0,Summer,0
5,4,14,INT,0,14,0,Summer,0
5,4,14,INT,0,-159,0,Summer,0
5,4,14,INT,0,-163,0,Summer,0
2,4,14,INT,0,-2,0,Summer,0
2,4,14,INT,0,-175,0,Summer,0
2,4,14,INT,0,-179,0,Summer,0
1,4,14,INT,0,-46,0,Summer,0
1,4,14,INT,0,-219,0,Summer,0
1,4,14,INT,0,-223,0,Summer,0
5,4,14,INT,0,1,0,Summer,0
5,4,14,INT,0,-172,0,Summer,0
5,4,14,INT,0,-176,0,Summer,0
2,4,14,INT,0,-1,0,Summer,0
2,4,14,INT,0,-174,0,Summer,0
2,4,14,INT,0,-178,0,Summer,0
1,4,14,INT,0,-61,0,Summer,0
1,4,14,INT,0,-234,0,Summer,0
1,4,14,INT,0,-238,0,Summer,0
5,4,14,INT,0,1,0,Summer,0
5,4,14,INT,0,-172,0,Summer,0
5,4,14,INT,0,-176,0,Summer,0
2,4,14,INT,0,82,0,Summer,1
2,4,14,INT,0,-91,0,Summer,0
2,4,14,INT,0,-95,0,Summer,0
1,4,14,INT,0,-21,0,Summer,0
1,4,14,INT,0,-194,0,Summer,0
1,4,14,INT,0,-198,0,Summer,0
5,1,14,INT,0,23,0,Summer,0
5,1,14,INT,0,-150,0,Summer,0
5,1,14,INT,0,-154,0,Summer,0
2,1,14,INT,0,47,0,Summer,0
2,1,14,INT,0,-126,0,Summer,0
2,1,14,INT,0,-130,0,Summer,0
1,1,14,INT,0,-17,0,Summer,0
1,1,14,INT,0,-190,0,Summer,0
1,1,14,INT,0,-194,0,Summer,0
2,1,14,INT,0,33,0,Summer,0
2,1,14,INT,0,-140,0,Summer,0
2,1,14,INT,0,-144,0,Summer,0
1,1,14,INT,0,-23,0,Summer,0
1,1,14,INT,0,-196,0,Summer,0
1,1,14,INT,0,-200,0,Summer,0
5,1,14,INT,0,22,0,Summer,0
5,1,14,INT,0,-151,0,Summer,0
5,1,14,INT,0,-155,0,Summer,0
2,1,14,INT,0,27,0,Summer,0
2,1,14,INT,0,-146,0,Summer,0
2,1,14,INT,0,-150,0,Summer,0
1,1,14,INT,0,44,0,Summer,0
1,1,14,INT,0,-129,0,Summer,0
1,1,14,INT,0,-133,0,Summer,0
5,1,14,INT,0,-12,0,Summer,0
5,1,14,INT,0,-185,0,Summer,0
5,1,14,INT,0,-189,0,Summer,0
0,1,14,INT,0,67,0,Summer,1
0,1,14,INT,0,-106,0,Summer,0
0,1,14,INT,0,-110,0,Summer,0
2,1,14,INT,0,32,0,Summer,0
2,1,14,INT,0,-141,0,Summer,0
2,1,14,INT,0,-145,0,Summer,0
1,1,14,INT,0,-11,0,Summer,0
1,1,14,INT,0,-184,0,Summer,0
1,1,14,INT,0,-188,0,Summer,0
5,1,14,INT,0,5,0,Summer,0
5,1,14,INT,0,-168,0,Summer,0
5,1,14,INT,0,-172,0,Summer,0
2,10,14,INT,0,11,0,Summer,0
2,10,14,INT,0,-162,0,Summer,0
2,10,14,INT,0,-166,0,Summer,0
2,10,14,INT,0,13,0,Summer,0
2,10,14,INT,0,-160,0,Summer,0
2,10,14,INT,0,-164,0,Summer,0
5,10,14,INT,0,25,0,Summer,0
5,10,14,INT,0,-148,0,Summer,0
5,10,14,INT,0,-152,0,Summer,0
2,10,14,INT,0,30,0,Summer,0
2,10,14,INT,0,-143,0,Summer,0
2,10,14,INT,0,-147,0,Summer,0
5,10,14,INT,0,13,0,Summer,0
5,10,14,INT,0,-160,0,Summer,0
5,10,14,INT,0,-164,0,Summer,0
4,10,14,INT,0,167,0,Summer,1
4,10,14,INT,0,-6,0,Summer,0
4,10,14,INT,0,-10,0,Summer,0
2,10,14,INT,0,22,0,Summer,0
2,10,14,INT,0,-151,0,Summer,0
2,10,14,INT,0,-155,0,Summer,0
5,10,14,INT,0,12,0,Summer,0
5,10,14,INT,0,-161,0,Summer,0
5,10,14,INT,0,-165,0,Summer,0
4,10,14,INT,0,138,0,Summer,1
4,10,14,INT,0,-35,0,Summer,0
4,10,14,INT,0,-39,0,Summer,0
2,10,14,INT,0,98,0,Summer,1
2,10,14,INT,0,-75,0,Summer,0
2,10,14,INT,0,-79,0,Summer,0
2,0,14,INT,0,-58,0,Summer,0
2,0,14,INT,0,56,0,Summer,1
2,0,14,INT,0,61,0,Summer,1
3,0,14,INT,0,76,0,Summer,1
3,0,14,INT,0,190,0,Summer,1
3,0,14,INT,0,195,0,Summer,1
5,5,14,INT,0,40,0,Summer,0
5,5,14,INT,0,154,0,Summer,1
5,5,14,INT,0,159,0,Summer,1
4,7,15,INT,41,15,0,Summer,0
1,7,15,INT,0,21,0,Summer,0
4,7,15,INT,46,14,0,Summer,0
4,5,15,INT,30,28,0,Summer,0
1,5,15,INT,16,23,0,Summer,0
4,5,15,INT,34,21,0,Summer,0
1,5,15,INT,20,22,0,Summer,0
4,5,15,INT,21,23,0,Summer,0
1,5,15,INT,13,1,0,Summer,0
4,5,15,INT,25,3,0,Summer,0
1,5,15,INT,20,8,0,Summer,0
1,4,15,INT,46,46,0,Summer,0
4,4,15,INT,47,11,0,Summer,0
4,4,15,INT,46,27,0,Summer,0
1,4,15,INT,45,54,0,Summer,1
4,4,15,INT,48,23,0,Summer,0
1,4,15,INT,43,28,0,Summer,0
4,4,15,INT,4,15,0,Summer,0
1,4,15,INT,51,37,0,Summer,1
4,1,15,INT,45,23,0,Summer,0
2,1,15,INT,50,23,0,Summer,0
1,1,15,INT,48,33,0,Summer,0
4,1,15,INT,28,19,0,Summer,0
1,1,15,INT,17,10,0,Summer,0
4,1,15,INT,20,13,0,Summer,0
2,1,15,INT,31,23,0,Summer,0
1,1,15,INT,24,-33,0,Summer,0
4,1,15,INT,30,19,0,Summer,0
2,1,15,INT,22,5,0,Summer,0
1,1,15,INT,37,19,0,Summer,0
4,1,15,INT,33,13,0,Summer,0
2,10,15,INT,24,6,0,Summer,0
1,10,15,INT,24,24,0,Summer,0
5,10,15,INT,37,187,0,Summer,1
4,10,15,INT,40,33,0,Summer,0
2,10,15,INT,46,35,0,Summer,0
1,10,15,INT,18,4,0,Summer,0
4,10,15,INT,36,7,0,Summer,0
2,10,15,INT,40,14,0,Summer,0
1,10,15,INT,33,18,0,Summer,0
4,10,15,INT,33,51,0,Summer,1
2,10,15,INT,36,23,0,Summer,0
1,10,15,INT,38,11,0,Summer,0
4,10,15,INT,38,23,0,Summer,0
2,10,15,INT,48,23,0,Summer,0
2,5,15,INT,15,2,0,Summer,0
2,5,15,INT,8,-6,0,Summer,0
2,4,15,INT,23,21,0,Summer,0
2,4,15,INT,30,-2,0,Summer,0
2,4,15,INT,30,2,0,Summer,0
3,4,15,INT,31,30,0,Summer,0
2,4,15,INT,30,-3,0,Summer,0
2,1,15,INT,31,10,0,Summer,0
2,1,15,INT,20,23,0,Summer,0
2,1,15,INT,27,9,0,Summer,0
2,10,15,INT,36,15,0,Summer,0
2,10,15,INT,28,20,0,Summer,0
2,10,15,INT,17,13,0,Summer,0
2,10,15,INT,21,8,0,Summer,0
2,10,15,INT,16,0,0,Summer,0
1,6,16,INT,74,39,0,Summer,1
5,6,16,INT,80,44,0,Summer,1
6,6,16,INT,119,53,0,Summer,1
4,6,16,INT,73,34,0,Summer,1
0,6,16,INT,155,34,0,Summer,1
2,0,16,INT,149,36,0,Summer,1
3,0,16,INT,156,34,0,Summer,1
1,0,16,INT,86,33,0,Summer,1
5,0,16,INT,93,29,0,Summer,1
6,0,16,INT,101,32,0,Summer,1
4,0,16,INT,138,55,0,Summer,1
0,0,16,INT,160,-13,0,Summer,1
2,0,16,INT,68,35,0,Summer,1
3,0,16,INT,163,38,0,Summer,1
1,0,16,INT,75,36,0,Summer,1
5,0,16,INT,74,33,0,Summer,1
6,0,16,INT,156,54,0,Summer,1
4,0,16,INT,162,49,0,Summer,1
0,0,16,INT,168,46,0,Summer,1
2,0,16,INT,133,22,0,Summer,1
3,0,16,INT,110,28,0,Summer,1
1,0,16,INT,113,34,0,Summer,1
5,0,16,INT,115,34,0,Summer,1
6,0,16,INT,140,29,0,Summer,1
4,0,16,INT,146,34,0,Summer,1
0,0,16,INT,0,43,0,Summer,0
2,0,16,INT,104,30,0,Summer,1
3,0,16,INT,130,36,0,Summer,1
1,0,16,INT,132,24,0,Summer,1
5,0,16,INT,125,33,0,Summer,1
6,0,16,INT,104,30,0,Summer,1
4,0,16,INT,88,31,0,Summer,1
0,0,16,INT,165,33,0,Summer,1
2,0,16,INT,164,48,0,Summer,1
1,7,16,INT,192,50,0,Summer,1
5,7,16,INT,95,43,0,Summer,1
6,7,16,INT,123,43,0,Summer,1
4,7,16,INT,148,48,0,Summer,1
0,7,16,INT,165,31,0,Summer,1
2,7,16,INT,164,39,0,Summer,1
3,7,16,INT,140,40,0,Summer,1
